Marine Scotland Site ID,Date Registered,Site Name,National Grid Reference,Local Authority,Producing in Last 3 Years,Site Address 1,Site Address 2,Site Address 3,Site Post Code,Site Contact Number,Aquaculture Type,Water Type,Health Surveillance,Easting,Northing,MS Management Area,Region,Operator,Species
SS0903,20-Mar-17,Crossroads,HU295585,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,429500,1158500,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,"N/A, Common mussel"
FS0576,30-Nov-85,Cruachan Hatchery,NC073134,Highland,No,N/A,,,,,Fish,Freshwater,Low,207300,913400,Not in a management area,Highland,Finfish Ltd,"N/A, Atlantic Salmon"
SS0701,28-Oct-03,"Cruadhlinn, Loch Slapin",NG571178,Highland,Yes,Creagliath,Torrin,,IV49 9BA,,Shellfish,Seawater,Low,157100,817800,Not in a management area,Highland,Isle of Skye Mussel Company Ltd,"N/A, Common mussel"
SS0493,17-Jul-90,Crulivig,NB173340,Western Isles,No,N/A,,,,,Shellfish,Seawater,Medium,117300,934000,,Western Isles,Loch Fyne Oysters Ltd,"Common mussel, N/A"
SS0816,03-Mar-10,Crying Taing,HU469939,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,446900,1193900,Not in a management area,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0691,26-Jun-03,Cul Ness,HU477693,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Low,447700,1169300,2c - NE Shetland mainland,Shetland,Seafield Mussels Ltd,"N/A, Common mussel"
FS1343,31-Mar-20,Culnacnoc Salmon Farm,NG532616,Highland,Yes,Organic Sea Harvest Portacabin,Church of Scotland Car park,Garafad Staffin,IV51 9JX,,Fish,Seawater,Medium,153200,861600,"11b - Sound of Raasay, Ainort, Scalpay",Highland,Organic Sea Harvest Ltd,"Atlantic Salmon, Wrasse, Lumpsucker, N/A"
SS0620,23-Jan-01,Dales Voe,HU444444,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,444400,1144400,2b - SE Shetland mainland,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0977,03-Nov-23,Disease Challenge Aquarium,NT250642,Midlothian,New,The Roslin Institute,Easter Bush Campus,,EH25 9RG,0131 6519100,Shellfish,Seawater,High,325000,664200,Not in a management area,Lothian,The Roslin Institute,"King scallop, Flat or native oyster, Whiteleg shrimp, European lobster, Pacific Oyster, Aquarium spp (crustacean) - non-sus, Aquarium spp (mollusc) - non-sus, Common mussel, N/A"
FS0656,10-Sep-91,Djubawick,HU557933,Shetland,Yes,Yell Shorebase,Mid Yell,,ZE2 9BN,,Fish,Seawater,Low,455700,1193300,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"Atlantic Salmon, Lumpsucker, N/A"
FS0877,05-Aug-96,Drimsallie Mill,NM934804,Highland,No,Drimsallie Mill,Inverness-shire,Inverness-shire,PH37 4LT,,Fish,Freshwater,Low,193400,780400,Not in a management area,Highland,River Lochy Association,"Atlantic Salmon, N/A, Brown Trout and sea trout"
SS0492,18-Aug-92,Drovinish North,NB138327,Western Isles,Yes,West Earshader,Bernera,,HS2 9LP,,Shellfish,Seawater,Medium,113800,932700,6a - Loch Roag,Western Isles,Loch Fyne Oysters Ltd,"N/A, Common mussel"
FS0336,01-Apr-98,Druimyeon Bay,NR668519,Argyll and Bute,Yes,Highfield,Argyll,Argyll,PA41 7AA,,Fish,Seawater,Medium,166800,651900,18b - Gigha,Strathclyde,Bakkafrost Scotland,"Lumpsucker, Atlantic Salmon, N/A, Wrasse"
FS0487,11-Sep-92,Drumbeg (Loch Dhrombaig),NC122336,Highland,No,Badcall Salmon House,"Scourie, Lairg",Sutherland,IV27 4TH,,Fish,Seawater,Low,212200,933600,"9c - Badcall, Chairn Bhain, Eddrachillis",Highland,Loch Duart Ltd,"Atlantic Salmon, Lumpsucker, Wrasse, N/A"
FS0807,10-May-93,Drumintoul Loch,NH922112,Highland,No,N/A,,,,,Fish,Freshwater,,292200,811200,,Highland,Rothiemurchus Estate,"N/A, Rainbow Trout"
FS0179,01-May-86,Drummond Trout Farm and Fishery,NN755218,Perth and Kinross,No,N/A,,,,,Fish,Freshwater,Low,275500,721800,,Central,Dawnfresh Farming Ltd,"Rainbow Trout, N/A"
SS0908,09-May-17,Drumyeonmore Bay,NR656500,Argyll and Bute,Yes,Gallochoille,Argyll,Argyll,PA41 7AD,,Shellfish,Seawater,Medium,165600,650000,18b - Gigha,Strathclyde,Gigha Oysters,"Pacific Oyster, N/A"
FS0770,26-Aug-92,Duartmore,NC200374,Highland,Yes,Badcall Salmon House,"Scourie, Lairg",Sutherland,IV27 4TH,,Fish,Freshwater,Medium,220000,937400,Not in a management area,Highland,Loch Duart Ltd,"Atlantic Salmon, N/A"
FS0062,08-Aug-80,Duartmore Hatchery,NC200375,Highland,Yes,Badcall Salmon House,"Scourie, Lairg",Sutherland,IV27 4TH,,Fish,Freshwater,Low,220000,937500,Not in a management area,Highland,Loch Duart Ltd,"Atlantic Salmon, N/A"
SS0953,02-Jun-21,Duilisg,NG829336,Highland,Yes,N/A,,,,,Shellfish,Seawater,High,182900,833600,"14a - Carron, Kishorn, Alsh, Duich",Highland,Plockton Oyster Company,"Pacific Oyster, Flat or native oyster, N/A"
SS0477,17-Jun-94,"Dun Buidhe Broch, Melness",NC582602,Highland,No,N/A,,,,,Shellfish,Seawater,,258200,960200,,Highland,Kyle of Tongue Oysters Ltd,"Pacific Oyster, N/A"
FS1081,14-Jul-04,Dunosdale,NG888384,Highland,No,Dunosdale,Lochcarron,Ross-shire,IV54 8YH,,Fish,Freshwater,N/A,188800,838400,Not in a management area,Highland,River Carron Restoration Project,"Atlantic Salmon, N/A"
FS0299,01-Jan-87,Dunstaffnage,NM867341,Argyll and Bute,Yes,South Shian,Connel,"Oban, Argyll",PA37 1SB,,Fish,Seawater,Medium,186700,734100,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Scottish Sea Farms Ltd,"Lumpsucker, Wrasse, Atlantic Salmon, N/A"
FS0620,19-Dec-90,East Aith Voe,HU349563,Shetland,No,N/A,,,,,Fish,Seawater,N/A,434900,1156300,,Shetland,Cooke Aquaculture Scotland Ltd,"N/A, Atlantic Salmon"
SS0453,31-Oct-88,East Balvicar,NM779169,Argyll and Bute,No,Balvicar,Seil Sound,Argyll,-,,Shellfish,Seawater,Low,177900,716900,16d - Seil Sound to Loch Craignish,Strathclyde,J MacGregor and Sons,"Common mussel, N/A"
SS0672,30-Jul-02,East Burrafirth,HU353578,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,435300,1157800,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,"Common mussel, N/A"
FS1035,07-Mar-02,East Isles,HU602659,Shetland,No,N/A,,,,,Fish,Seawater,,460200,1165900,,Shetland,Scottish Sea Farms Ltd,"N/A, Atlantic Salmon"
SS0641,09-May-01,East Linga,HU359640,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,High,435900,1164000,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
FS1357,16-Feb-23,East Moclett,HY527485,Orkney,New,N/A,,,,,Fish,Seawater,Medium,352700,1048500,8a - Westray,Orkney,Cooke Aquaculture Scotland Ltd,"N/A, Atlantic Salmon"
SS0563,23-Apr-98,East Of Linga (Vaila Sound),HU242480,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,424200,1148000,"3b - Gruting, Vaila, Walls",Shetland,Shetland Mussels Ltd,"N/A, Common mussel"
FS1010,05-Dec-00,East Tarbert Bay,NR672531,Argyll and Bute,Yes,Highfield,Argyll,Argyll,PA41 7AA,,Fish,Seawater,Medium,167200,653100,18b - Gigha,Strathclyde,Bakkafrost Scotland,"Lumpsucker, N/A, Atlantic Salmon, Wrasse"
SS0822,13-Sep-10,East Tarbert Bay,NR657522,Argyll and Bute,Yes,Gallochoille,Argyll,Argyll,PA41 7AD,,Shellfish,Seawater,Medium,165700,652200,18b - Gigha,Strathclyde,Gigha Oysters,"N/A, Pacific Oyster"
SS0721,21-Sep-04,East Torsa,NM766126,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,,176600,712600,,Strathclyde,J MacGregor and Sons,"N/A, Common mussel"
FS0333,20-Oct-86,East Voe Laxfirth,HU449482,Shetland,No,N/A,,,,,Fish,Seawater,Medium,444900,1148200,2b - SE Shetland mainland,Shetland,Scottish Sea Farms Ltd,"N/A, Lumpsucker, Atlantic Salmon"
SS0886,24-Nov-14,East of Brunt Hamersland,HU448522,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,444800,1152200,2b - SE Shetland mainland,Shetland,Blueshell Mussels Ltd,"N/A, Common mussel"
SS0617,19-Dec-00,East of Burki Taing,HU318627,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,431800,1162700,4a - South St Magnus Bay,Shetland,Vementry Aquaculture,"Common mussel, N/A"
SS0837,23-Nov-11,East of Burwick,HU391402,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,439100,1140200,3a - SW Shetland mainland,Shetland,Shetland Mussels Ltd,"Common mussel, N/A"
FS0673,16-Sep-91,East of Hildasay,HU363402,Shetland,No,c/o Blackness Pier,Scalloway,,ZE1 0TQ,,Fish,Seawater,Medium,436300,1140200,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Wrasse, Lumpsucker, Atlantic Salmon, N/A"
FS0960,17-Jun-99,East of Holm Heogland (Burkwell),HU584993,Shetland,Yes,Uyeasound,Unst,,ZE2 9DL,,Fish,Seawater,Low,458400,1199300,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"N/A, Atlantic Salmon, Lumpsucker"
SS0928,19-Aug-19,East of Houss Ness,HU377294,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,437700,1129400,3a - SW Shetland mainland,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0885,24-Nov-14,East of Little Holm,HU456527,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,445600,1152700,2b - SE Shetland mainland,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0887,24-Nov-14,East of Little Ness,HU477610,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,447700,1161000,"2a - Vidlin Voe, Dury Voe, W Whalsay",Shetland,Blueshell Mussels Ltd,"N/A, Common mussel"
FS1278,17-Sep-13,East of Papa Little,HU342624,Shetland,Yes,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Medium,434200,1162400,4a - South St Magnus Bay,Shetland,Scottish Sea Farms Ltd,"Lumpsucker, Atlantic Salmon, N/A"
SS0919,13-Jun-18,East of Stucko,HU291772,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,429100,1177200,4c - N St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0731,21-Dec-04,Easter Hogaland,HU392335,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,439200,1133500,3a - SW Shetland mainland,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
FS0948,20-Apr-99,Easter Score Holms ,HU355436,Shetland,Yes,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Medium,435500,1143600,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Lumpsucker, Atlantic Salmon, N/A, Wrasse"
SS0819,30-Jun-10,Easterdale,HU382353,Shetland,Yes,Sained,"Eastvoe, Scalloway",,ZE1 0US,,Shellfish,Seawater,Medium,438200,1135300,3a - SW Shetland mainland,Shetland,Eastvoe Shellfish,"Common mussel, N/A"
SS0085,01-Dec-85,Eilean Ard,NC184506,Highland,No,N/A,,,,,Shellfish,Seawater,Medium,218400,950600,9b - Laxford,Highland,Loch Laxford Shellfish Ltd.,"N/A, Common mussel"
SS0657,07-Mar-02,Eilean Buidhe,NM731792,Highland,Yes,Roshven,Lochailort,Lochaber,-,,Shellfish,Seawater,Low,173100,779200,15c - Ailort,Highland,Arisaig Mussels,"N/A, Common mussel"
FS0777,01-Apr-92,Eilean Coltair,NM803128,Argyll and Bute,No,Kilmelford,,Argyll,PA34 4XA,,Fish,Seawater,Medium,180300,712800,16d - Seil Sound to Loch Craignish,Strathclyde,Kames Fish Farming Ltd,"N/A, Rainbow Trout"
SS0975,09-Aug-23,Eilean Coltair Seaweed Farm,NM799128,Argyll and Bute,New,Kilchoan Estate,Kilmelford,Oban Argyll,PA34 4XD,,Shellfish,Seawater,High,179900,712800,16d - Seil Sound to Loch Craignish,Highland,Kilchoan Management Ltd,"N/A, Flat or native oyster"
SS0744,23-Aug-05,Eilean Dubh - Loch Ailort,NM746816,Highland,Yes,Loch Ailort,West Locharber,,-,,Shellfish,Seawater,Low,174600,781600,15c - Ailort,Highland,Arisaig Mussels,"Common mussel, N/A"
FS0092,28-Sep-88,Eilean Fada Loch Coalisport,NR754762,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,175400,676200,,Strathclyde,Landcatch Natural Selection Ltd,"N/A, Atlantic Salmon"
FS1176,23-Mar-10,Eilean Grianain,NR816412,Argyll and Bute,Yes,Mowi Scotland Ltd,The Red Shed,Carradale Argyll,PA28 6SB,,Fish,Seawater,Low,181600,641200,19c - E Kintyre,Strathclyde,Mowi Scotland Ltd,"Lumpsucker, Atlantic Salmon, Wrasse, N/A"
SS0544,22-Nov-95,Eilean Liath,NM475391,Argyll and Bute,Yes,Pairc Dubh,Ulva Ferry,,PA73 6LY,,Shellfish,Seawater,Low,147500,739100,"16a - Tuath, na Keal",Strathclyde,Rangequest Oysters,"Pacific Oyster, N/A"
SS0655,20-Nov-01,Eilean Mhic Eachain,NF785277,Western Isles,Yes,7 Bornish,South Uist,,HS8 5SA,,Shellfish,Seawater,Low,78500,827700,7b - South Uist,Western Isles,Hebridean Oysters,"Common mussel, N/A"
